"item","Año","Genero","Institución educativa","Deporte","Rol","Ciudad","Departamento"
"279","2024","Mujer","IE Centro Social","Mini Baloncesto","Deportista","Yopal","Casanare"
"280","2024","Mujer","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol Sala","Deportista","Yopal","Casanare"
"281","2024","Mujer","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"282","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol Sala","Deportista","Yopal","Casanare"
"283","2024","Mujer","IE Luis Carlos Galan SarmIEnto","Fútbol Sala","Deportista","Yopal","Casanare"
"284","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"285","2024","Hombre","IE Luis Hernandez Vargas","Voleibol","Deportista","Yopal","Casanare"
"286","2024","Hombre","IE Luis Hernandez Vargas","Fútbol Sala","Deportista","Yopal","Casanare"
"287","2024","Mujer","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"288","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"289","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"290","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"291","2024","Mujer","IE Divino Salvador","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"292","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Fútbol de Salón","Deportista","Yopal","Casanare"
"293","2024","Hombre","Colegio Alianza Pedagogica","Karate Do","Deportista","Yopal","Casanare"
"294","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Fútbol Sala","Deportista","Yopal","Casanare"
"295","2024","Mujer","IE Centro Social","Mini Baloncesto","Deportista","Yopal","Casanare"
"296","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"297","2024","Hombre","IE Teresa de Calcuta","Fútbol Sala","Deportista","Yopal","Casanare"
"298","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"299","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol","Deportista","Yopal","Casanare"
"300","2024","Hombre","Liceo Campestre Andino","Fútbol Sala","Deportista","Yopal","Casanare"
"301","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"302","2024","Hombre","IE La Campiña","Fútbol","Deportista","Yopal","Casanare"
"303","2024","Hombre","IE Lucila Piragauta","Baloncesto","Deportista","Yopal","Casanare"
"304","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Fútbol de Salón","Deportista","Yopal","Casanare"
"305","2024","Hombre","IE Manuela Beltran","Fútbol Sala","Deportista","Yopal","Casanare"
"306","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"307","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"308","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"309","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol Sala","Deportista","Yopal","Casanare"
"310","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"311","2024","Hombre","IE Santa Teresa","Fútbol de Salón","Deportista","Yopal","Casanare"
"312","2024","Hombre","IE Lucila Piragauta","Fútbol Sala","Deportista","Yopal","Casanare"
"313","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"314","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"315","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"316","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"317","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Ajedrez Integrado","Deportista","Yopal","Casanare"
"318","2024","Hombre","IE Técnica Agropecuaria Lorgio Rodríguez","Tenis de Campo","Deportista","Yopal","Casanare"
"319","2024","Hombre","Instituto Tecnico Empresarial","Voleibol","Deportista","Yopal","Casanare"
"320","2024","Hombre","IE Teresa de Calcuta","Fútbol de Salón","Deportista","Yopal","Casanare"
"321","2024","Hombre","IE Antonio Nariño","Fútbol Sala","Deportista","Yopal","Casanare"
"322","2024","Hombre","IE Técnica Agropecuaria Lorgio Rodríguez","Tejo","Deportista","Yopal","Casanare"
"323","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Fútbol de Salón","Deportista","Yopal","Casanare"
"324","2024","Mujer","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"325","2024","Mujer","IE Braulio Gonzalez","Fútbol Sala","Deportista","Yopal","Casanare"
"326","2024","Mujer","IE Técnica Empresarial Llano Lindo Itell","Judo","Deportista","Yopal","Casanare"
"327","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"328","2024","Mujer","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"329","2024","Hombre","Liceo Campestre Andino","Fútbol de Salón","Deportista","Yopal","Casanare"
"330","2024","Hombre","Gimnasio Comfacasanare","Festivales Escolares","Deportista","Yopal","Casanare"
"331","2024","Hombre","Liceo de la Sabana","Tenis de Mesa","Deportista","Yopal","Casanare"
"332","2024","Hombre","Institucion Educativa Tecnica Agropecuaria La Inmaculada","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"333","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"334","2024","Mujer","Instituto Tecnico Ambiental San Mateo","Voleibol","Deportista","Yopal","Casanare"
"335","2024","Mujer","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"336","2024","Mujer","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"337","2024","Hombre","IE Luis Hernandez Vargas","Mini Baloncesto","Deportista","Yopal","Casanare"
"338","2024","Mujer","Colegio Liceo Moderno Sede Yopal","Patinaje","Deportista","Yopal","Casanare"
"339","2024","Mujer","Liceo Moderno Celestin Freinet Casanare","Voleibol","Deportista","Yopal","Casanare"
"340","2024","Mujer","Liceo Gustavo Matamoros Leon","Tenis de Mesa","Deportista","Yopal","Casanare"
"341","2024","Mujer","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"342","2024","Hombre","IE Manuela Beltran","Baloncesto","Deportista","Yopal","Casanare"
"343","2024","Hombre","IE Manuela Beltran","Fútbol","Deportista","Yopal","Casanare"
"344","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"345","2024","Hombre","IE Braulio Gonzalez","Voleibol","Deportista","Yopal","Casanare"
"346","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"347","2024","Hombre","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"348","2024","Hombre","IE El Paraiso","Fútbol de Salón","Deportista","Yopal","Casanare"
"349","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"350","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Fútbol Sala","Deportista","Yopal","Casanare"
"351","2024","Hombre","Gimnasio Loris Malaguzzi","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"352","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"353","2024","Hombre","Gimnasio de los Llanos","Voleibol","Deportista","Yopal","Casanare"
"354","2024","Hombre","Instituto Tecnico Empresarial","Fútbol","Deportista","Yopal","Casanare"
"355","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol Sala","Deportista","Yopal","Casanare"
"356","2024","Hombre","Inst Autonomo Shakespeare Y Cervantes","Fútbol de Salón","Deportista","Yopal","Casanare"
"357","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"358","2024","Hombre","IE Centro Social","Voleibol","Deportista","Yopal","Casanare"
"359","2024","Mujer","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"360","2024","Hombre","Institucion Educativa Isaac Newton","Baloncesto 3x3","Deportista","Yopal","Casanare"
"361","2024","Hombre","Instituto Pilosophia","Fútbol de Salón","Deportista","Yopal","Casanare"
"362","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"363","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol","Deportista","Yopal","Casanare"
"364","2024","Hombre","IE Braulio Gonzalez","Baloncesto","Deportista","Yopal","Casanare"
"365","2024","Hombre","IE El Paraiso","Voleibol","Deportista","Yopal","Casanare"
"366","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"367","2024","Hombre","Liceo de la Sabana","Bádminton","Deportista","Yopal","Casanare"
"368","2024","Hombre","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"369","2024","Hombre","Liceo Campestre Andino","Fútbol de Salón","Deportista","Yopal","Casanare"
"370","2024","Hombre","IE Policarpa Salavarrieta","Mini Baloncesto","Deportista","Yopal","Casanare"
"371","2024","Hombre","Colegio Rafael Pombo","Natación","Deportista","Yopal","Casanare"
"372","2024","Hombre","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"373","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol de Salón","Deportista","Yopal","Casanare"
"374","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"375","2024","Hombre","IE Manuela Beltran","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"376","2024","Hombre","IE Policarpa Salavarrieta","Baloncesto","Deportista","Yopal","Casanare"
"377","2024","Hombre","IE La Campiña","Baloncesto","Deportista","Yopal","Casanare"
"378","2024","Hombre","Colegio Alianza Pedagogica","Voleibol","Deportista","Yopal","Casanare"
"379","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"380","2024","Hombre","Liceo Campestre Andino","Fútbol Sala","Deportista","Yopal","Casanare"
"381","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"382","2024","Hombre","Gimnasio Thomas Jefferson","Fútbol Sala","Deportista","Yopal","Casanare"
"383","2024","Hombre","IE Manuela Beltran","Voleibol","Deportista","Yopal","Casanare"
"384","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Fútbol de Salón","Deportista","Yopal","Casanare"
"385","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol Sala","Deportista","Yopal","Casanare"
"386","2024","Hombre","IE Manuela Beltran","Fútbol","Deportista","Yopal","Casanare"
"387","2024","Hombre","Liceo Campestre Andino","Fútbol Sala","Deportista","Yopal","Casanare"
"388","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"389","2024","Hombre","IE Centro Social","Fútbol Sala","Deportista","Yopal","Casanare"
"390","2024","Hombre","Liceo Infantil Siglo XXI","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"391","2024","Hombre","Colegio Alianza Pedagogica","Ajedrez Integrado","Deportista","Yopal","Casanare"
"392","2024","Hombre","Liceo Infantil Siglo XXI","Fútbol Sala","Deportista","Yopal","Casanare"
"503","2024","Hombre","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"393","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"394","2024","Mujer","Gimnasio Thomas Jefferson","Atletismo","Deportista","Yopal","Casanare"
"395","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"396","2024","Mujer","Liceo Escolar los Ángeles","Voleibol","Deportista","Yopal","Casanare"
"397","2024","Mujer","Gimnasio Comfacasanare","Voleibol","Deportista","Yopal","Casanare"
"398","2024","Mujer","IE La Campiña","Fútbol de Salón","Deportista","Yopal","Casanare"
"399","2024","Hombre","Instituto Tecnico Empresarial","Fútbol Sala","Deportista","Yopal","Casanare"
"400","2024","Hombre","Instituto Tecnico Empresarial","Ajedrez Integrado","Deportista","Yopal","Casanare"
"401","2024","Hombre","Gimnasio Comfacasanare","Fútbol","Deportista","Yopal","Casanare"
"402","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol","Deportista","Yopal","Casanare"
"403","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Ajedrez Integrado","Deportista","Yopal","Casanare"
"404","2024","Hombre","IE Centro Social","Ajedrez Integrado","Deportista","Yopal","Casanare"
"405","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"406","2024","Hombre","IE Santa Teresa","Fútbol de Salón","Deportista","Yopal","Casanare"
"407","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"408","2024","Hombre","IE Policarpa Salavarrieta","Baloncesto 3x3","Deportista","Yopal","Casanare"
"409","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"410","2024","Mujer","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"411","2024","Hombre","IE Manuela Beltran","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"412","2024","Mujer","IE Lucila Piragauta","Mini Voleibol","Deportista","Yopal","Casanare"
"413","2024","Hombre","Colegio Antonio Nariño","Natación","Deportista","Yopal","Casanare"
"414","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"415","2024","Mujer","Gimnasio Comfacasanare","Atletismo","Deportista","Yopal","Casanare"
"416","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"417","2024","Hombre","Colegio Alianza Pedagogica","Fútbol de Salón","Deportista","Yopal","Casanare"
"418","2024","Mujer","IE Braulio Gonzalez","Festivales Escolares","Deportista","Yopal","Casanare"
"419","2024","Hombre","Colegio de la Presentación Yopal","Fútbol Sala","Deportista","Yopal","Casanare"
"420","2024","Hombre","IE Luis Hernandez Vargas","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"421","2024","Hombre","Instituto Pilosophia","Tenis de Mesa","Deportista","Yopal","Casanare"
"422","2024","Mujer","Institucion Educativa Isaac Newton","Voleibol","Deportista","Yopal","Casanare"
"423","2024","Mujer","IE Luis Hernandez Vargas","Atletismo","Deportista","Yopal","Casanare"
"424","2024","Hombre","Instituto Tecnico Empresarial","Fútbol de Salón","Deportista","Yopal","Casanare"
"425","2024","Mujer","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"426","2024","Mujer","Liceo de la Sabana","Tejo","Deportista","Yopal","Casanare"
"427","2024","Mujer","Institucion Educativa Megacolegio El Progreso","Fútbol Sala","Deportista","Yopal","Casanare"
"428","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol","Deportista","Yopal","Casanare"
"429","2024","Hombre","IE Centro Social","Fútbol","Deportista","Yopal","Casanare"
"430","2024","Hombre","IE Manuela Beltran","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"431","2024","Hombre","IE Centro Social","Baloncesto","Deportista","Yopal","Casanare"
"432","2024","Hombre","Colegio Bethel","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"433","2024","Hombre","IE Policarpa Salavarrieta","Fútbol","Deportista","Yopal","Casanare"
"434","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"435","2024","Hombre","Institucion Educativa Megacolegio El Progreso","Fútbol de Salón","Deportista","Yopal","Casanare"
"436","2024","Hombre","IE Policarpa Salavarrieta","Baloncesto","Deportista","Yopal","Casanare"
"437","2024","Hombre","IE Luis Hernandez Vargas","Mini Baloncesto","Deportista","Yopal","Casanare"
"438","2024","Hombre","IE Braulio Gonzalez","Fútbol de Salón","Deportista","Yopal","Casanare"
"439","2024","Hombre","Instituto Tecnico Empresarial","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"440","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"441","2024","Hombre","Colegio Alianza Pedagogica","Fútbol Sala","Deportista","Yopal","Casanare"
"442","2024","Hombre","IE Antonio Nariño","Fútbol de Salón","Deportista","Yopal","Casanare"
"443","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Ajedrez Integrado","Deportista","Yopal","Casanare"
"444","2024","Hombre","IE Braulio Gonzalez","Fútbol","Deportista","Yopal","Casanare"
"445","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"446","2024","Hombre","IE Jorge ElIEcer Gaitan","Fútbol de Salón","Deportista","Yopal","Casanare"
"447","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Fútbol Sala","Deportista","Yopal","Casanare"
"617","2024","Mujer","IE Lucila Piragauta","Voleibol","Deportista","Yopal","Casanare"
"448","2024","Hombre","IE Lucila Piragauta","Fútbol de Salón","Deportista","Yopal","Casanare"
"449","2024","Hombre","Liceo Escolar los Ángeles","Fútbol","Deportista","Yopal","Casanare"
"450","2024","Hombre","IE Divino Salvador","Fútbol de Salón","Deportista","Yopal","Casanare"
"451","2024","Hombre","Liceo Moderno Celestin Freinet Casanare","Ajedrez Integrado","Deportista","Yopal","Casanare"
"452","2024","Hombre","Instituto Tecnico Empresarial","Baloncesto","Deportista","Yopal","Casanare"
"453","2024","Hombre","Colegio Alianza Pedagogica","Fútbol Sala","Deportista","Yopal","Casanare"
"454","2024","Hombre","Instituto Tecnico Ambiental San Mateo","Fútbol de Salón","Deportista","Yopal","Casanare"
"455","2024","Hombre","IE Braulio Gonzalez","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"456","2024","Hombre","IE Técnica Empresarial Llano Lindo Itell","Ajedrez Integrado","Deportista","Yopal","Casanare"
"457","2024","Hombre","IE Lucila Piragauta","Mini Fútbol Sala","Deportista","Yopal","Casanare"
"458","2024","Hombre","IE Teresa de Calcuta","Fútbol Sala","Deportista","Yopal","Casanare"
"459","2024","Hombre","Liceo Gustavo Matamoros Leon","Fútbol Sala","Deportista","Yopal","Casanare"
"460","2024","Hombre","IE Luis Hernandez Vargas","Fútbol","Deportista","Yopal","Casanare"
"461","2024","Hombre","IE Manuela Beltran","Fútbol","Deportista","Yopal","Casanare"
"462","2024","Hombre","IE Divino Salvador","Fútbol de Salón","Deportista","Yopal","Casanare"
"463","2024","Hombre","IE El Triunfo","Fútbol de Salón","Deportista","Yopal","Casanare"
"464","2024","Hombre","IE Carlos Lleras Restrepo","Fútbol de Salón","Deportista","Yopal","Casanare"
"465","2024","Hombre","Colegio Bethel","Fútbol","Deportista","Yopal","Casanare"
"466","2024","Hombre","Colegio Bethel","Mini Fútbol Sala","Deportista","Yopal","Casanare"
